,last_update_date,tags,permalink,status,list_date,open_houses,branding,photos,coming_soon_date,list_price,matterport,property_id,community,virtual_tours,listing_id,price_reduced_amount,primary_photo.href,source.agents,source.id,source.plan_id,source.spec_id,source.type,tax_record.public_record_id,flags.is_new_construction,flags.is_subdivision,flags.is_plan,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_new_listing,flags.is_coming_soon,flags.is_contingent,lead_attributes.show_contact_an_agent,lead_attributes.opcity_lead_attributes.flip_the_market_enabled,lead_attributes.opcity_lead_attributes.cashback_enabled,lead_attributes.lead_type,products.products,products.brand_name,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line,location.street_view_url,location.county.fips_code,location.county.name,other_listings.rdc,tax_record
10,2022-04-14T02:55:56Z,"['central_air', 'community_golf', 'fireplace', 'golf_course_lot_or_frontage', 'hardwood_floors', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'new_roof', 'golf_course', 'shopping']",9208-Meadow-Mist-Ct_Raleigh_NC_27617_M59879-39982,for_sale,2022-03-30T18:05:21Z,,"[{'name': 'CHK Realty', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/480e4a040dd419dff7554b615a6e1434l-m2433190047s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/480e4a040dd419dff7554b615a6e1434l-m583308197s-w1024_h768.jpg'}]",,859000,False,5987939982,,,2941615820,,https://ap.rdcpix.com/480e4a040dd419dff7554b615a6e1434l-m2433190047s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,661200B2BC03138CF91F2A0EB8772919,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2002.0,,2017-05-22,525000.0,3.0,,,11326.0,3427.0,3,,,2.0,2.0,5.0,single_family,27617,North Carolina,-78.79388,35.913491,Raleigh,NC,9208 Meadow Mist Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9208%20Meadow%20Mist%20Ct%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=gtaT9J_q4vr_VI2icXfNT3y8_LA=,37183,Wake,"[{'listing_id': '2941615820', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '627614006', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '604001722', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '589009526', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
11,2022-04-01T23:31:56Z,"['central_air', 'community_outdoor_space', 'community_tennis_court', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'screen_porch']",4512-Keswick-Dr_Raleigh_NC_27609_M68993-40909,for_sale,2022-03-30T14:12:04Z,,"[{'name': 'Allen Tate Realtors-Raleigh-Glenwood', 'photo': 'https://ap.rdcpix.com/569826821/06fa19acf2f47170ca75a347468039abg-c0s.jpg', 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/cf8a349568975317536feeab64c2f328l-m3402134346s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/cf8a349568975317536feeab64c2f328l-m2079085053s-w1024_h768.jpg'}]",,850000,False,6899340909,,,2941604149,,https://ap.rdcpix.com/cf8a349568975317536feeab64c2f328l-m3402134346s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,ED56E8AB1D881A9E4EEAB21F355E62B9,,,,,,,False,,True,True,False,False,advantage_pro,"['core.agent', 'core.broker', 'listing_owner_lead.broker', 'listing_owner_brand.broker']",advantage_pro,1965.0,,1991-05-31,156000.0,3.0,,1.0,12197.0,2592.0,4,,,2.0,2.0,4.0,single_family,27609,North Carolina,-78.659104,35.841631,Raleigh,NC,4512 Keswick Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4512%20Keswick%20Dr%2C%20Raleigh%2C%20NC%2027609&size=640x480&source=outdoor&signature=2_BtDJ5UOH5jd_rCsCywKQ42vtQ=,37183,Wake,"[{'listing_id': '2941604149', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
12,2022-04-01T16:47:07Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'disability_features', 'energy_efficient', 'fireplace', 'forced_air', 'laundry_room', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more']",633-Georgetown-Rd_Raleigh_NC_27608_M59091-75187,for_sale,2022-03-29T22:52:26Z,,"[{'name': 'Wieland Properties, Inc.', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/e673e25f0d1648e6c3298191cda6ff2cl-m3474469716s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/e673e25f0d1648e6c3298191cda6ff2cl-m2610996905s-w1024_h768.jpg'}]",,900000,False,5909175187,,,2941591544,,https://ap.rdcpix.com/e673e25f0d1648e6c3298191cda6ff2cl-m3474469716s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,B4C4005FDBCAD79E1B2142F61CD45915,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2018.0,,2017-06-30,300000.0,2.0,,1.0,6970.0,2126.0,3,,,1.0,2.0,3.0,single_family,27608,North Carolina,-78.628531,35.805802,Raleigh,NC,633 Georgetown Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=633%20Georgetown%20Rd%2C%20Raleigh%2C%20NC%2027608&size=640x480&source=outdoor&signature=MV2tYaIGIMe-ImTYIAyS03du8f0=,37183,Wake,"[{'listing_id': '2941591544', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '627407918', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '530218522', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '527956170', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '514243858', 'listing_key': None, 'status': 'off_market', 'primary': None}, {'listing_id': '513054146', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
13,2022-03-21T18:05:56Z,"['carport', 'dining_room', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'kitchen_island']",6213-Morning-Glory-Dr_Raleigh_NC_27603_M96384-17144,for_sale,2022-03-18T18:45:36Z,,"[{'name': 'Fonville Morisey/Lochmere Sales Office', 'photo': None, 'type': 'Office'}]",[{'href': 'https://ap.rdcpix.com/436c1ba9d94daa4ce6ba5e4b0d74ba20l-m3237475993s-w1024_h768.jpg'}],,813000,False,9638417144,,,2941290058,,https://ap.rdcpix.com/436c1ba9d94daa4ce6ba5e4b0d74ba20l-m3237475993s-w1024_h768.jpg,[{'office_name': 'Fonville Morisey/Lochmere Sales Office'}],TANC,,,mls,,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,,,4.0,,2.0,29621.0,3884.0,6,,,3.0,3.0,4.0,single_family,27603,North Carolina,-78.675278,35.606898,Raleigh,NC,6213 Morning Glory Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6213%20Morning%20Glory%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=N3NmlN34pqWSGBCsNR0EVaZAkVI=,37183,Wake,"[{'listing_id': '2941290058', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
14,2022-03-24T00:58:39Z,"['central_air', 'community_outdoor_space', 'den_or_office', 'fireplace', 'hardwood_floors', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'gourmet_kitchen', 'open_floor_plan', 'floor_plan', 'big_lot']",6237-Morning-Glory-Dr_Raleigh_NC_27603_M90012-06002,for_sale,2022-03-18T15:11:34Z,,"[{'name': 'Fonville Morisey/Lochmere Sales Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/801d4a2476628877e419034da73a8c0cl-m1479831918s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/801d4a2476628877e419034da73a8c0cl-m3733315949s-w1024_h768.jpg'}]",,827000,False,9001206002,,,2941280111,,https://ap.rdcpix.com/801d4a2476628877e419034da73a8c0cl-m1479831918s-w1024_h768.jpg,[{'office_name': 'Fonville Morisey/Lochmere Sales Office'}],TANC,,,mls,,True,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,,,3.0,,1.0,39204.0,3106.0,4,,,3.0,2.0,4.0,single_family,27603,North Carolina,-78.67457501,35.60433833,Raleigh,NC,6237 Morning Glory Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6237%20Morning%20Glory%20Dr%2C%20Raleigh%2C%20NC%2027603&size=640x480&source=outdoor&signature=Kbym0h2IRz1R5yQ8GQ9uM1FYvFk=,37183,Wake,"[{'listing_id': '2941280111', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2928098984', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
15,2022-03-21T19:13:49Z,"['carport', 'central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'den_or_office', 'family_room', 'fireplace', 'game_room', 'hardwood_floors', 'laundry_room', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",2632-Hunters-Meadow-Ln_Raleigh_NC_27606_M65239-72259,for_sale,2022-03-18T08:09:47Z,,"[{'name': 'Key Realty Resources, Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/fde57fe757e1c55a12259df47a63a42bl-m2833766259s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/fde57fe757e1c55a12259df47a63a42bl-m3099727416s-w1024_h768.jpg'}]",,895000,False,6523972259,,,2941273668,,https://ap.rdcpix.com/fde57fe757e1c55a12259df47a63a42bl-m2833766259s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,BABB7CF71EAE48AC0F924EE7ADA3B589,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1998.0,,1998-03-26,289000.0,4.0,,1.0,40075.0,4093.0,5,,,4.0,2.0,4.0,single_family,27606,North Carolina,-78.751202,35.705658,Raleigh,NC,2632 Hunters Meadow Ln,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2632%20Hunters%20Meadow%20Ln%2C%20Raleigh%2C%20NC%2027606&size=640x480&source=outdoor&signature=Y9m7vHp4-0tle1Jx_1i5Be3wVNQ=,37183,Wake,"[{'listing_id': '2941273668', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
16,2022-03-14T13:40:34Z,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'fenced_yard', 'coffer_ceiling', 'wooded_land', 'big_lot', 'lake']",1128-Tacketts-Pond-Dr_Raleigh_NC_27614_M55773-86168,for_sale,2022-03-11T15:33:40Z,,"[{'name': 'Howard Group Real Estate Llc', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/347e82ec5f0a0c7c4398a9b1947ae024l-m1437111849s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/347e82ec5f0a0c7c4398a9b1947ae024l-m2614585954s-w1024_h768.jpg'}]",,850000,False,5577386168,,,2941085428,,https://ap.rdcpix.com/347e82ec5f0a0c7c4398a9b1947ae024l-m1437111849s-w1024_h768.jpg,[{'office_name': 'Howard Group Real Estate LLC'}],TANC,,,mls,1B72DD12D3EE24B6059268F703EF1C08,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2005.0,,2006-11-30,677000.0,3.0,,1.0,43560.0,3616.0,4,,,3.0,2.0,4.0,single_family,27614,North Carolina,-78.671735,35.982197,Raleigh,NC,1128 Tacketts Pond Dr,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1128%20Tacketts%20Pond%20Dr%2C%20Raleigh%2C%20NC%2027614&size=640x480&source=outdoor&signature=nwRVQySW3z72_yhMaoA-nZ8U3FM=,37183,Wake,"[{'listing_id': '2941085428', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
17,2022-03-10T18:06:46Z,"['city_view', 'community_clubhouse', 'community_golf', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'den_or_office', 'family_room', 'forced_air', 'golf_course_lot_or_frontage', 'golf_course_view', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",9104-Meadow-Mist-Ct_Raleigh_NC_27617_M52022-13478,for_sale,2022-03-10T18:12:54Z,,"[{'name': 'FATHOM REALTY', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/efc1a9149b58e5e2acfa10407dd6fb7fl-m3776929932s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/efc1a9149b58e5e2acfa10407dd6fb7fl-m3183532360s-w1024_h768.jpg'}]",,835000,False,5202213478,,,2941051672,,https://ap.rdcpix.com/efc1a9149b58e5e2acfa10407dd6fb7fl-m3776929932s-w1024_h768.jpg,"[{'office_name': 'Fathom Realty NC, LLC'}]",TANC,,,mls,E32499482FDF6C58AA757E922C51CF9B,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2002.0,,2020-06-25,670000.0,4.0,,1.0,10890.0,4693.0,5,,,2.0,3.0,5.0,single_family,27617,North Carolina,-78.791893,35.91216,Raleigh,NC,9104 Meadow Mist Ct,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9104%20Meadow%20Mist%20Ct%2C%20Raleigh%2C%20NC%2027617&size=640x480&source=outdoor&signature=y2msfzYr3_YF3zHTUY4w21MuK44=,37183,Wake,"[{'listing_id': '2941051672', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2912655868', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
18,2022-03-12T14:39:20Z,"['community_outdoor_space', 'den_or_office', 'disability_features', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'high_ceiling', 'front_porch', 'investment_opportunity']",15-S-Bloodworth-St_Raleigh_NC_27601_M61585-20995,for_sale,2022-03-06T13:03:29Z,,"[{'name': 'DeRonja Real Estate', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/55ed8361560922f7223c04ccf53ae019l-m1389644476s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/55ed8361560922f7223c04ccf53ae019l-m339009808s-w1024_h768.jpg'}]",,895000,True,6158520995,,,2940927509,,https://ap.rdcpix.com/55ed8361560922f7223c04ccf53ae019l-m1389644476s-w1024_h768.jpg,[{'office_name': 'DeRonja Real Estate'}],TANC,,,mls,B0676E1AFDEB5A953E3C224FB062CB02,,,,,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,1905.0,,2017-05-26,395000.0,1.0,,1.0,3049.0,1688.0,2,,,,2.0,4.0,single_family,27601,North Carolina,-78.632987,35.779634,Raleigh,NC,15 S Bloodworth St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=15%20S%20Bloodworth%20St%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=gJ2uK4hTbAOnqRuIobmZtRecId0=,37183,Wake,"[{'listing_id': '2940927509', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '625811338', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
19,2022-04-13T18:37:11Z,"['central_air', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'den_or_office', 'disability_features', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'big_lot']",1001-Phoenix-Pl_Raleigh_NC_27610_M99187-60321,for_sale,2022-02-28T04:10:53Z,,"[{'name': 'Howard Perry and Walston', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/9122574f77e5bf49d57f58f0885639e3l-m3509066510s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/9122574f77e5bf49d57f58f0885639e3l-m3655292960s-w1024_h768.jpg'}]",,834990,False,9918760321,,,2940699331,140010.0,https://ap.rdcpix.com/9122574f77e5bf49d57f58f0885639e3l-m3509066510s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,,True,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2022.0,,,,2.0,,1.0,17860.0,2327.0,3,,,2.0,2.0,3.0,single_family,27610,North Carolina,-78.605406,35.794242,Raleigh,NC,1001 Phoenix Pl,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1001%20Phoenix%20Pl%2C%20Raleigh%2C%20NC%2027610&size=640x480&source=outdoor&signature=nQ9ltR2qat-KVyzoanUN7isE-4E=,37183,Wake,"[{'listing_id': '2940699331', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
20,2022-04-10T16:43:09Z,"['central_air', 'community_elevator', 'community_gym', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'disability_features', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'garage_1_or_more', 'gourmet_kitchen']",523-S-West-St-Unit-406_Raleigh_NC_27601_M96054-84136,for_sale,2022-02-15T03:22:45Z,,"[{'name': 'Nexthome Rare Properties', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/c7a579e7f6636b29d18dd18fe9415358l-m220816498s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/c7a579e7f6636b29d18dd18fe9415358l-m1576887214s-w1024_h768.jpg'}]",,840000,False,9605484136,,"[{'type': None, 'href': 'https://player.vimeo.com/video/675895934'}]",2940212775,20000.0,https://ap.rdcpix.com/c7a579e7f6636b29d18dd18fe9415358l-m220816498s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,D25E88B1A4BD74EA9FFE2139651AA286,,,,True,,,False,,,True,False,False,co_broke,"['core.agent', 'co_broke']",basic_opt_in,2020.0,,,,2.0,,,,1421.0,2,condo,,1.0,1.0,2.0,condos,27601,North Carolina,-78.64588721,35.773486451,Raleigh,NC,523 S West St Unit 406,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=523%20S%20West%20St%20Unit%20406%2C%20Raleigh%2C%20NC%2027601&size=640x480&source=outdoor&signature=5pbnK4Q8CPC3t-P39Lc3fUbq2zA=,37183,Wake,"[{'listing_id': '2940212775', 'listing_key': None, 'status': 'for_sale', 'primary': True}, {'listing_id': '2941119989', 'listing_key': None, 'status': 'for_rent', 'primary': True}, {'listing_id': '639215766', 'listing_key': None, 'status': 'off_market', 'primary': None}]",
21,2021-08-23T15:40:34Z,"['hardwood_floors', 'lake_view', 'view', 'water_view', 'big_lot', 'pond', 'investment_opportunity']",12117-Strickland-Rd_Raleigh_NC_27613_M91959-19133,for_sale,2021-06-23T19:36:40Z,,"[{'name': 'Fonville Morisey/Brier Creek Sales Office', 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/3323e6d1e39ccb7a72b2bd6c13458235l-m770460065s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/3323e6d1e39ccb7a72b2bd6c13458235l-m1910843696s-w1024_h768.jpg'}]",,850000,False,9195919133,,,2930871575,,https://ap.rdcpix.com/3323e6d1e39ccb7a72b2bd6c13458235l-m770460065s-w1024_h768.jpg,"[{'office_name': 'Fonville Morisey/Brier Creek Sales Office'}, {'office_name': None}]",TANC,,,mls,36A5F6492E3C0A395AD3474347B8A113,,,,,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker']",essentials,,,2007-12-03,520000.0,,,,178160.0,,0,,,,,,land,27613,North Carolina,-78.698192,35.905218,Raleigh,NC,12117 Strickland Rd,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12117%20Strickland%20Rd%2C%20Raleigh%2C%20NC%2027613&size=640x480&source=outdoor&signature=QkZgBngqo1rsbzV_Lib3SLYoZo8=,37183,Wake,"[{'listing_id': '2930871575', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
22,2022-03-15T13:34:23Z,"['central_air', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'new_construction', 'community_outdoor_space', 'two_or_more_stories', 'garage_1_or_more', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'park', 'shopping']",3085-Furches-St_Raleigh_NC_27607_M97587-17506,for_sale,2020-11-12T16:25:38Z,,"[{'name': ""O'Neal & Company Realtors"", 'photo': None, 'type': 'Office'}]","[{'href': 'https://ap.rdcpix.com/5b34a6e92e8dd74ca3399a7123eb5325l-m1694538058s-w1024_h768.jpg'}, {'href': 'https://ap.rdcpix.com/5b34a6e92e8dd74ca3399a7123eb5325l-m2885622524s-w1024_h768.jpg'}]",,899900,False,9758717506,,,2923365520,50000.0,https://ap.rdcpix.com/5b34a6e92e8dd74ca3399a7123eb5325l-m1694538058s-w1024_h768.jpg,[{'office_name': None}],TANC,,,mls,,True,,,False,,,False,,True,True,False,False,co_broke,"['core.agent', 'core.broker', 'co_broke']",essentials,2021.0,,,,3.0,,,6752.0,3000.0,3,,,,2.0,4.0,single_family,27607,North Carolina,-78.680953,35.797468,Raleigh,NC,308.5 Furches St,https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=308.5%20Furches%20St%2C%20Raleigh%2C%20NC%2027607&size=640x480&source=outdoor&signature=3GdKmIlqCh2LXMkfxRmH3hJLAGc=,37183,Wake,"[{'listing_id': '2923365520', 'listing_key': None, 'status': 'for_sale', 'primary': True}]",
